15235,2
1812,1
9477,2
32141,2
17455,2
21572,1
29493,3
25221,1
6390,2
22763,3
21793,2
1124,1
32426,3
33703,2
5966,1
16508,3
27571,1
24799,3
8468,2
31494,2
201,1
10590,2
14267,1
11680,1
29016,3
53,1
7800,1
23140,1
24281,3
17976,2
12088,2
34145,3
30938,1
12760,1
5731,1
29175,3
21598,1
30772,3
6365,2
24348,2
13229,1
11098,2
34139,3
10009,2
709,1
5182,1
1662,1
23699,2
29234,3
23146,1
15488,2
16436,2
28614,2
16951,2
26511,1
19819,2
29631,1
7652,2
9484,2
29697,3
21382,2
24728,2
9089,1
29229,3
20065,2
6628,2
4618,1
18576,2
22372,1
25304,2
23371,2
11764,2
13157,2
27733,3
23948,2
3427,1
6055,2
34391,2
5717,1
17913,1
23069,2
12083,2
28548,2
6028,1
22556,2
13895,2
1102,1
29652,2
1622,1
336,1
34426,3
22775,2
8236,2
27187,3
3009,2
18775,2
15513,2
27950,2
11322,2
6356,2
16507,3
22851,2
22448,2
9538,2
12430,1
10269,2
7701,2
5732,1
31323,2
29396,2
548,1
1176,1
19316,3
4032,2
30167,1
667,1
27888,2
25822,2
2443,1
23219,2
788,1
34589,2
21917,2
9544,2
30572,2
21836,1
10594,1
33681,2
10446,2
17660,1
13689,2
21000,2
13859,2
7296,1
25427,2
34513,2
2374,1
8626,1
9855,1
17868,2
20971,2
24100,3
24797,3
34392,2
28534,2
34674,3
30507,3
26270,1
2390,1
12395,2
31599,2
12504,1
13981,2
33803,1
8514,1
2655,1
30108,2
19753,1
5021,2
22833,2
2611,1
10920,1
27500,2
31489,2
27468,3
30917,2
9116,1
1653,1
23706,2
4378,1
27882,2
26948,3
13036,1
34116,2
15834,1
14550,1
27701,2
24688,1
25011,3
30381,2
24386,2
21370,2
14051,1
32133,2
9492,2
5137,1
19502,1
23296,2
23349,2
6473,1
19870,2
30585,2
30209,2
30611,3
29150,2
12561,2
292,1
28345,1
31930,2
10762,2
33798,1
25832,2
14279,1
8381,2
5350,2
32694,2
17460,2
25700,2
11198,1
32866,3
10923,1
24588,3
18811,3
18013,3
16589,2
1359,1
15538,2
4857,1
30688,2
15902,2
5301,2
33863,2
11426,1
23724,2
18059,3
848,1
12863,2
22497,3
22508,2
3787,2
720,1
25441,2
14939,3
34837,1
29278,3
7216,1
5958,1
11293,2
23759,3
34542,2
33557,2
23290,2
33840,3
10720,2
27676,3
7711,2
14084,2
16489,2
4716,1
28934,2
27819,1
4191,1
23668,1
935,1
21962,2
30072,3
25920,3
28266,2
20208,2
8005,1
33651,3
16870,1
33675,2
34443,3
3130,1
19486,1
3280,2
28580,2
15914,2
302,1
21898,2
27660,3
33116,3
2034,1
21657,2
33100,2
4839,2
28915,3
27443,3
17922,1
32332,3
19861,2
32076,3
17072,2
18284,3
9564,1
4367,1
33627,2
13172,2
9641,1
26500,2
443,1
32365,2
27321,2
33445,2
20957,2
16216,3
24363,3
16546,2
3994,2
27700,2
25265,3
23510,2
4259,2
13917,2
23783,2
22246,2
836,1
14378,2
13778,1
27997,2
5751,1
4938,1
13525,1
23307,2
1595,1
6661,2
26898,3
21645,2
14315,1
31434,2
20406,2
24066,3
5466,1
22408,2
5868,2
8748,2
21032,1
4419,1
28540,2
5058,2
14817,1
30565,3
1781,1
8607,1
17519,3
12920,2
21386,2
4862,1
186,1
24449,1
28760,3
24608,2
12999,1
24074,2
30345,3
18695,1
29283,3
9008,2
7901,2
13934,2
6744,1
15231,2
11178,1
31744,2
7247,1
29508,2
25884,3
3720,1
24956,1
34310,1
13779,1
7287,1
19964,2
5824,2
4984,1
13336,2
17523,2
17501,3
32525,2
1893,1
22743,2
23562,2
21900,2
27474,3
6546,1
26283,2
20615,2
6156,1
29120,1
18358,2
8636,2
3721,1
6502,1
10201,2
19783,1
27291,1
2610,1
11659,1
17914,1
14598,2
30113,2
13915,2
6389,2
1089,1
5846,2
9285,2
25130,2
16023,2
18287,3
13958,2
18359,2
31038,3
22678,2
7864,2
20829,2
26437,3
3701,1
17893,2
27204,3
15310,1
1793,1
17408,1
2835,1
19922,2
7583,1
8530,1
19185,2
6985,1
1831,1
13675,2
15956,3
15749,2
8139,2
30258,3
34275,2
20390,2
4629,1
24321,3
28361,2
34702,3
28238,3
11217,1
19587,3
31940,2
6707,1
7362,2
3376,1
7508,1
14537,1
20139,2
24622,3
7304,1
33991,2
1065,1
1330,1
17431,1
3915,1
9725,2
10773,2
27713,3
13977,2
5338,2
11275,2
19942,2
15686,2
24023,3
21274,2
29083,2
32893,2
5055,2
1788,1
29022,3
10170,1
23435,2
20676,2
26811,2
22386,2
11870,2
15750,2
13545,1
7495,1
3728,1
7214,1
25812,3
21971,3
21775,2
8211,2
9367,1
3548,1
3403,1
5062,2
8944,2
10367,1
16074,1
24169,1
1061,1
29989,3
1775,1
26822,2
10480,2
10297,2
28603,1
3719,1
29399,2
15111,1
18220,1
27603,2
6937,1
10327,2
31874,2
4744,1
7551,1
30333,3
16776,3
31017,2
21116,2
34395,3
13311,2
10800,2
25558,3
8910,2
3232,2
33636,3
7246,1
8804,1
21080,1
18296,3
14535,1
10199,2
18515,2
12339,2
13919,2
10724,2
16499,3
19074,3
32110,2
32154,2
5551,2
17561,3
34348,2
14660,2
30491,2
22806,2
8317,1
30873,3
22345,1
31916,2
15875,1
4769,2
14587,1
539,1
20611,2
11604,2
5933,1
25785,3
18822,2
8775,1
11645,1
23982,2
8902,2
31888,2
19176,2
3512,2
13568,2
18997,1
32869,3
14274,1
32641,2
12659,2
33619,3
24504,3
2188,1
26169,3
31686,2
33962,2
18783,2
13303,2
6971,1
425,1
7422,2
15811,2
19803,2
31142,2
34558,2
8810,1
27494,2
26988,2
24605,2
23359,2
13661,2
23372,2
19008,1
18461,1
17833,2
22899,1
943,1
3712,1
7906,2
28449,3
25354,2
6601,2
213,1
8474,2
10847,2
9103,1
19325,3
30892,2
23384,1
2149,1
10883,1
21068,1
18805,3
14790,1
23125,1
17078,2
983,1
22880,1
30118,2
6907,2
25131,3
24554,2
18955,1
10077,1
17597,2
20778,1
11950,1
16416,2
14039,1
3920,1
14047,1
366,1
19312,3
23287,2
34400,3
10191,2
29453,2
34540,2
11788,2
4098,1
6276,1
6111,2
14312,1
21729,2
23320,3
10032,2
28459,2
11911,1
2237,1
809,1
10470,2
29829,3
26267,1
25188,2
22080,1
6377,2
25164,2
9397,1
15303,1
17484,2
9887,1
439,1
25463,1
6683,1
22453,3
22109,1
23316,3
3993,2
9529,2
16824,2
33006,2
19843,3
25656,3
15382,2
24325,3
24560,2
23280,3
32518,2
2735,2
17784,2
9706,2
27811,1
26983,2
28840,2
17743,2
13230,1
28475,2
24337,2
14338,2
19515,1
3700,1
4814,2
17636,2
8050,1
3715,1
5730,1
26321,3
16974,3
22936,2
7011,1
30486,2
22179,2
12595,2
3167,1
33615,3
12360,2
7875,2
29044,2
7444,2
3414,1
24276,3
9964,2
21919,2
10466,2
32760,1
23656,1
