1,1828
235,2340
747,2852
1259,3364
1771,3876
2283,4388
2795,4900
3307,5412
3819,5924
4331,6436
4843,6948
5355,7460
5867,7972
6379,8484
6891,8996
7403,9508
7915,10020
8427,10532
8939,11044
9451,11556
9963,12068
10475,12580
10987,13092
11499,13604
12011,14116
12523,14628
13035,15140
13547,15652
14059,16164
14571,16676
15083,17188
15595,17700
16107,18212
16619,18724
17131,19236
17643,19748
18155,20260
18667,20772
19179,21284
19691,21796
20203,22308
20715,22820
21227,23332
21739,23844
22251,24356
22763,24868
23275,25380
23787,25892
24299,26404
24811,26916
25323,27428
25835,27940
26347,28452
26859,28964
27371,29476
27883,29988
28395,30500
28907,31012
29419,31524
29931,32036
30443,32548
30955,33060
31467,33572
31979,34084
32491,34596
33003,35108
33515,35620
34027,36132
34539,36644
35051,37156
35563,37668
36075,38180
36587,38692
37099,39204
37611,39716
38123,40228
38635,40740
39147,41252
39659,41764
40171,42276
40683,42788
41195,43300
41707,43812
42219,44324
42731,44836
43243,45348
43755,45860
44267,46372
44779,46884
45291,47396
45803,47908
46315,48420
46827,48932
47339,49444
47851,49956
48363,50468
48875,50980
49387,51492
49899,52004
50411,52516
50923,53028
51435,53540
51947,54052
52459,54564
52971,55076
53483,55588
53995,56100
54507,56612
55019,57124
55531,57636
56043,58148
56555,58660
57067,59172
57579,59684
58091,60196
58603,60708
59115,61220
59627,61732
60139,62244
60651,62756
61163,63268
61675,63780
62187,64292
62699,64804
63211,65316
63723,65828
64235,66340
64747,66852
65259,67364
65771,67876
66283,68388
66795,68900
67307,69412
67819,69924
68331,70436
68843,70948
69355,71460
69867,71972
70379,72484
70891,72996
71403,73508
71915,74020
72427,74532
72939,75044
73451,75556
73963,76068
74475,76580
74987,77092
75499,77604
76011,78116
76523,78628
77035,79140
77547,79652
78059,80164
78571,80676
79083,81188
79595,81700
80107,82212
80619,82724
81131,83236
81643,83748
82155,84260
82667,84772
83179,85284
83691,85796
84203,86308
84715,86820
85227,87332
85739,87844
86251,88356
86763,88868
87275,89380
87787,89892
88299,90404
88811,90916
89323,91428
89835,91940
90347,92064
90859,92064
91371,92064
